"employeeId","salaries"
802970,1544941
809934,1899229
801486,1662102
801587,1227696
808160,1105594
802140,1662932
802021,1471480
802233,1313671
801405,1465417
803481,1415668
805009,1997169
801376,1611065
801914,1396431
806033,1586287
807948,1385572
804116,1406392
808577,1522996
803880,1291395
801417,1273269
807400,1637474
801408,1769566
809936,1847504
805995,1815008
806840,1351691
805958,1970512
803469,1832624
809023,1462311
803904,1111038
809673,1874197
805790,1832408
804355,1249021
807527,1612915
803557,1962443
803926,1432306
804580,1286918
803132,1385629
804054,1609079
805251,1848368
803731,1642290
802353,1924283
809534,1826886
809203,1934941
801844,1398900
807236,1745079
806604,1559526
808670,1129795
809850,1274102
809633,1479030
808142,1366899
805869,1245441
802750,1294243
807209,1676294
807242,1219628
806198,1434987
802118,1153302
801907,1949132
809588,1521673
801726,1736493
803291,1819661
809955,1353046
803697,1880202
801046,1146983
807825,1839543
802271,1277070
809161,1543766
806695,1443240
805335,1408992
807655,1606394
802245,1953226
801628,1533756
806358,1615580
803296,1616103
805607,1301224
809716,1343431
803993,1958667
801825,1693969
802040,1959765
807038,1281858
803008,1385946
803221,1294105
808579,1405537
802551,1588993
805400,1451132
807277,1802326
801788,1896254
801835,1617490
803663,1480664
803815,1947876
802647,1561605
802025,1780603
804555,1646894
807475,1644317
801397,1169632
805242,1484813
808655,1679964
806140,1687395
802694,1218479
801946,1865706
804349,1345547
804209,1803064
801435,1410379
807983,1676355
801930,1100266
802686,1423590
803785,1978945
803685,1460374
806176,1924531
801441,1565605
809885,1316464
808654,1759916
801683,1623638
802454,1254280
803534,1590246
801526,1219714
805080,1254462
802014,1545568
803171,1889208
806824,1558924
803877,1254826
807990,1736482
803572,1636873
804356,1969212
802934,1177465
804035,1525768
805859,1487927
806049,1539400
803795,1666862
806775,1338399
801425,1666164
805085,1493657
803498,1286463
803352,1142086
803690,1486727
801705,1741830
802334,1555455
802453,1563734
802397,1573431
805263,1159158
809726,1645937
809703,1782935
809349,1952965
808355,1276974
805526,1713814
801352,1121776
805471,1691603
807228,1382330
807439,1832290
807980,1857818
806151,1834454
806760,1889246
808657,1208255
809535,1584705
808555,1326970
806536,1741437
805187,1920816
808184,1589748
808236,1886892
808123,1782890
802115,1987110
806163,1629442
806934,1124227
808700,1260084
806187,1160461
806204,1484973
807100,1169996
801286,1852479
809090,1438959
807355,1492277
807398,1718810
802458,1695010
806390,1566922
806778,1991497
803619,1489657
801561,1974534
803871,1780497
805581,1397878
804552,1632381
804678,1712846
804067,1718715
805327,1607129
808923,1902433
801576,1726450
806861,1152526
802899,1837668
809165,1884461
807485,1933886
803588,1743435
801707,1634369
806309,1737710
809527,1646667
801019,1706310
801420,1972689
803289,1598510
807273,1153256
809697,1270937
804568,1495713
808312,1372529
807402,1866697
804124,1218442
808799,1251187
806502,1315648
805001,1369552
805843,1262820
802399,1525203
806858,1437433
804153,1542842
804971,1771724
802669,1532491
802174,1385695
803499,1611657
803519,1840591
803527,1951105
809300,1799812
807548,1160505
803793,1588043
801725,1735279
807686,1579439
803222,1497700
801572,1832225
807246,1207489
803169,1576190
807752,1526071
804539,1808202
801045,1255587
809856,1337825
807153,1718879
801600,1342443
801716,1775009
803235,1897761
806544,1167370
805620,1630680
806739,1356991
807352,1290378
809717,1448963
801985,1938372
805114,1827887
806928,1538400
809686,1372411
806348,1848798
801793,1430082
807416,1450568
804889,1529770
803954,1722795
803956,1958835
807607,1470801
803748,1144708
807349,1186048
806034,1297058
808426,1200555
807601,1474079
808167,1660744
802590,1770055
805458,1144732
802413,1148008
802881,1489649
807271,1791267
808030,1186258
808729,1524889
801431,1190768
806113,1713075
803058,1910580
803639,1826284
801889,1685994
807012,1838688
802422,1745008
802998,1587306
803163,1374665
803158,1693758
808925,1398011
802277,1699635
801018,1605166
804088,1214162
805278,1674075
808373,1300226
803305,1738875
803947,1707367
806513,1811944
802322,1425610
804221,1348155
805130,1759131
805891,1587677
807520,1692741
806969,1388521
808493,1219788
805116,1443759
802340,1328764
801070,1768729
809603,1574095
807184,1129455
809390,1442753
802057,1937031
803040,1600175
801802,1357426
801467,1277538
804030,1182122
808143,1751528
804274,1935773
801792,1229652
805328,1751787
802874,1580568
809422,1795169
806702,1627326
802434,1174607
802591,1428837
801328,1194748
804704,1497634
808015,1800945
806144,1296900
807337,1551107
806224,1965604
809292,1453359
803187,1409244
809386,1473287
805980,1392562
801972,1849659
805559,1192547
805741,1741525
809130,1375355
801144,1649680
801440,1694122
809503,1394607
801094,1458298
803170,1603220
803228,1951910
808483,1817126
803523,1114208
803370,1543866
808303,1248204
802992,1714495
801703,1316110
803903,1400224
801740,1271690
804483,1106380
806737,1103789
804093,1153807
805642,1191633
803740,1848678
807342,1110282
807780,1578137
807232,1762045
804672,1586169
804561,1536857
806340,1978131
801331,1849610
806921,1582995
802554,1981949
805004,1159097
805254,1998068
806769,1731879
805680,1822266
802043,1954938
805883,1812788
801605,1213734
807617,1382816
809761,1177804
804975,1562180
808909,1543832
805307,1210377
802136,1673733
808138,1576408
802545,1264130
808625,1231684
809416,1501290
809525,1790301
803698,1398399
809551,1766809
808736,1376073
804365,1132468
808983,1372765
801212,1277361
802172,1605201
801763,1528144
807750,1254522
802692,1657268
806069,1415330
805309,1566935
809609,1952716
806153,1698316
809104,1491648
802374,1777893
802280,1674732
807914,1975190
805924,1404119
803598,1475928
809546,1374173
807813,1910572
802485,1100453
805133,1303622
802668,1433203
801855,1667787
808083,1212762
808927,1619301
801475,1536823
808197,1446701
801516,1644639
802571,1911296
809438,1287002
806777,1396230
802968,1780468
803396,1825500
802511,1750351
804647,1832502
805864,1916046
807343,1584029
801949,1670332
805809,1158745
801410,1529367
809586,1200612
803931,1630222
806177,1338454
802974,1522109
808810,1122670
805524,1339893
804308,1163976
803113,1275030
807635,1765476
807112,1838257
806071,1431335
807087,1831684
806754,1189895
804139,1969659
801338,1382464
807484,1868212
807546,1986564
801767,1476696
809094,1754473
806019,1916609
802378,1244033
803585,1112231
803676,1245848
803800,1550959
807902,1897893
804822,1742995
808880,1939461
806798,1929112
808504,1191765
801102,1677882
805960,1598861
809276,1784537
809767,1579152
806844,1219201
808761,1161542
806576,1622598
807431,1669994
807442,1545329
801698,1391396
809514,1607905
805101,1746250
805794,1395036
805606,1430338
803430,1661048
805604,1643327
804241,1151122
802490,1300946
808675,1911306
807164,1725653
807363,1608407
808297,1117579
804948,1880099
809444,1381516
809582,1333325
